event_timestamp,type,peer,details_totalPeers,details_avgScore,details_bannedPeers,details_disconnectedPeers,details_healthyPeers,details_bannedPercent,details_disconnectedPercent,details_needMorePeers,details_willDisconnect,details_disconnectReasons,details_attnetQueries,details_syncnetQueries,details_custodyQueries,details_isStarved,details_starvedSlots,details_headSlotGap,details_currentSlot,details_peerHeadSlot,details_peersToConnect,details_custodyGroups
2026-01-07T20:07:44.863Z,PEER_PING_RECEIVED,16Uiu2HAmSnKfzQkUp431BjT1DMYMFDzZr4cgTVfMrF7RV46iJVa7,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:45.427Z,PROTOCOL_NEGOTIATED,16Uiu2HAm2jedRSE31o3FtXNKNdFzoZE2JqdZr9hTchWDwAw7LYzP,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:44.627Z,BEACON_AGGREGATE_AND_PROOF_RECEIVED,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:44.627Z,VALIDATOR_IDENTIFIED_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:45.709Z,RPC_IN_REQUEST,16Uiu2HAm2jedRSE31o3FtXNKNdFzoZE2JqdZr9hTchWDwAw7LYzP,,,,,,,,,,,,,,,,,,9340238.0,,
2026-01-07T20:07:45.709Z,RPC_OUT_RESPONSE,16Uiu2HAm2jedRSE31o3FtXNKNdFzoZE2JqdZr9hTchWDwAw7LYzP,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:45.709Z,PEER_STATUS,16Uiu2HAm2jedRSE31o3FtXNKNdFzoZE2JqdZr9hTchWDwAw7LYzP,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:46.141Z,PROTOCOL_NEGOTIATED,16Uiu2HAmAjmhcAECU8o9CgmCuW3i37XXvzt8G6GzGUqsyJSUGGWF,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:46.257Z,RPC_IN_REQUEST,16Uiu2HAmAjmhcAECU8o9CgmCuW3i37XXvzt8G6GzGUqsyJSUGGWF,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:46.257Z,RPC_OUT_RESPONSE,16Uiu2HAmAjmhcAECU8o9CgmCuW3i37XXvzt8G6GzGUqsyJSUGGWF,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:46.258Z,PEER_PING_RECEIVED,16Uiu2HAmAjmhcAECU8o9CgmCuW3i37XXvzt8G6GzGUqsyJSUGGWF,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:45.727Z,BEACON_AGGREGATE_AND_PROOF_RECEIVED,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:45.728Z,VALIDATOR_IDENTIFIED_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:45.728Z,VALIDATOR_IDENTIFIED_SYNC_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.089Z,VALIDATOR_IDENTIFIED_SYNC_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.089Z,VALIDATOR_IDENTIFIED_SYNC_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.330Z,PROTOCOL_NEGOTIATED,16Uiu2HAmFr65JAVPDUYQbZBxDhy5f2UrSVC3hKhkLcxprpKp6ESq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.372Z,RPC_IN_REQUEST,16Uiu2HAmFr65JAVPDUYQbZBxDhy5f2UrSVC3hKhkLcxprpKp6ESq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.372Z,RPC_OUT_RESPONSE,16Uiu2HAmFr65JAVPDUYQbZBxDhy5f2UrSVC3hKhkLcxprpKp6ESq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.374Z,PEER_PING_RECEIVED,16Uiu2HAmFr65JAVPDUYQbZBxDhy5f2UrSVC3hKhkLcxprpKp6ESq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.506Z,BEACON_BLOCK_RECEIVED,16Uiu2HAmSnKfzQkUp431BjT1DMYMFDzZr4cgTVfMrF7RV46iJVa7,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.509Z,VALIDATOR_IDENTIFIED_PROPOSER,16Uiu2HAmSnKfzQkUp431BjT1DMYMFDzZr4cgTVfMrF7RV46iJVa7,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.516Z,DATA_COLUMN_SIDECAR_RECEIVED,16Uiu2HAmFr65JAVPDUYQbZBxDhy5f2UrSVC3hKhkLcxprpKp6ESq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.540Z,DATA_COLUMN_SIDECAR_RECEIVED,16Uiu2HAmSoQnws9jzyvVxYxVDLDLkPJnaw4AhtiXxLVrWFdYNGM3,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.544Z,DATA_COLUMN_SIDECAR_RECEIVED,16Uiu2HAm485hpaXfMMUCCvpd4xqXXkvWPMmDU8NbicLUxbNDhFWr,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.623Z,PROTOCOL_NEGOTIATED,16Uiu2HAmSnMSUbNhcZUxCqyUs2mZGBP9XSCfTC3zn9PmDiYd7eJp,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.663Z,RPC_IN_REQUEST,16Uiu2HAmSnMSUbNhcZUxCqyUs2mZGBP9XSCfTC3zn9PmDiYd7eJp,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.663Z,RPC_OUT_RESPONSE,16Uiu2HAmSnMSUbNhcZUxCqyUs2mZGBP9XSCfTC3zn9PmDiYd7eJp,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.664Z,PEER_PING_RECEIVED,16Uiu2HAmSnMSUbNhcZUxCqyUs2mZGBP9XSCfTC3zn9PmDiYd7eJp,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.751Z,DIAL_CHECK_START,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.751Z,DIAL_ATTEMPT_START,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,2209.0,
2026-01-07T20:07:47.751Z,DISCOVERY_DIAL_DECISION,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.752Z,DIAL_CHECK_START,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.752Z,DIAL_ATTEMPT_START,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,2208.0,
2026-01-07T20:07:47.752Z,DISCOVERY_DIAL_DECISION,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.908Z,PEER_CONNECT,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.909Z,PEER_TCP_CONNECTED,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.909Z,PEER_PING_SENT,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.909Z,RPC_OUT_REQUEST,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.909Z,RPC_OUT_REQUEST,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.910Z,DIAL_SUCCESS,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.910Z,DIAL_SUCCESS,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:47.967Z,PEER_IDENTIFY,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.016Z,PEER_PING_RECEIVED,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.016Z,RPC_OUT_REQUEST,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.016Z,PEER_PING_ROUNDTRIP,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.017Z,PROTOCOL_NEGOTIATED,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.017Z,RPC_IN_REQUEST,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.060Z,PEER_STATUS,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.067Z,PEER_METADATA,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.067Z,RPC_OUT_REQUEST,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.171Z,PEER_STATUS,16Uiu2HAkw1EPF67LVxG52kfhJuJNJhqQjXvJ65puo28Sc9it11qq,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.199Z,PROTOCOL_NEGOTIATED,16Uiu2HAmSYQo1eEWDRuoC2vGeXdaU5cPz1MVGRAZMQTs5d9zcYUA,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.329Z,RPC_IN_REQUEST,16Uiu2HAmSYQo1eEWDRuoC2vGeXdaU5cPz1MVGRAZMQTs5d9zcYUA,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.329Z,RPC_OUT_RESPONSE,16Uiu2HAmSYQo1eEWDRuoC2vGeXdaU5cPz1MVGRAZMQTs5d9zcYUA,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.330Z,PEER_PING_RECEIVED,16Uiu2HAmSYQo1eEWDRuoC2vGeXdaU5cPz1MVGRAZMQTs5d9zcYUA,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.408Z,PROTOCOL_NEGOTIATED,16Uiu2HAm485hpaXfMMUCCvpd4xqXXkvWPMmDU8NbicLUxbNDhFWr,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.409Z,PROTOCOL_NEGOTIATED,16Uiu2HAmSoQnws9jzyvVxYxVDLDLkPJnaw4AhtiXxLVrWFdYNGM3,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.512Z,RPC_OUT_REQUEST,16Uiu2HAmCUxhhhpjn6intdCX6qV2WPmNNz1wF1KM31QfrZEx5uXM,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.568Z,RPC_IN_REQUEST,16Uiu2HAmSoQnws9jzyvVxYxVDLDLkPJnaw4AhtiXxLVrWFdYNGM3,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.568Z,RPC_OUT_RESPONSE,16Uiu2HAmSoQnws9jzyvVxYxVDLDLkPJnaw4AhtiXxLVrWFdYNGM3,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.568Z,PEER_PING_RECEIVED,16Uiu2HAmSoQnws9jzyvVxYxVDLDLkPJnaw4AhtiXxLVrWFdYNGM3,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.788Z,RPC_IN_REQUEST,16Uiu2HAm485hpaXfMMUCCvpd4xqXXkvWPMmDU8NbicLUxbNDhFWr,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.788Z,RPC_OUT_RESPONSE,16Uiu2HAm485hpaXfMMUCCvpd4xqXXkvWPMmDU8NbicLUxbNDhFWr,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.789Z,PEER_PING_RECEIVED,16Uiu2HAm485hpaXfMMUCCvpd4xqXXkvWPMmDU8NbicLUxbNDhFWr,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.648Z,DATA_COLUMN_SIDECAR_RECEIVED,16Uiu2HAmSoQnws9jzyvVxYxVDLDLkPJnaw4AhtiXxLVrWFdYNGM3,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.662Z,DATA_COLUMN_SIDECAR_RECEIVED,16Uiu2HAmSoQnws9jzyvVxYxVDLDLkPJnaw4AhtiXxLVrWFdYNGM3,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.672Z,DATA_COLUMN_SIDECAR_RECEIVED,16Uiu2HAmSoQnws9jzyvVxYxVDLDLkPJnaw4AhtiXxLVrWFdYNGM3,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.684Z,DATA_COLUMN_SIDECAR_RECEIVED,16Uiu2HAmSoQnws9jzyvVxYxVDLDLkPJnaw4AhtiXxLVrWFdYNGM3,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:48.733Z,DATA_COLUMN_SIDECAR_RECEIVED,16Uiu2HAmLpF1oHWqKB5UUruF7qgjVFzgEFuVnTj5t9Nc5g3GDtAs,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:53.383Z,DIAL_FAILURE,16Uiu2HAmHfcEcsBQPQuNey6aVzo1Q6JkGNTGYSBrZUQxyztX9gsG,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:54.025Z,DIAL_CHECK_START,16Uiu2HAky5vZAqvg85FiRWfLYAcR9agAMscvWttharqTvfqjzKZV,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:54.025Z,DIAL_ATTEMPT_START,16Uiu2HAky5vZAqvg85FiRWfLYAcR9agAMscvWttharqTvfqjzKZV,,,,,,,,,,,,,,,,,,,2207.0,
2026-01-07T20:07:54.025Z,DISCOVERY_DIAL_DECISION,16Uiu2HAky5vZAqvg85FiRWfLYAcR9agAMscvWttharqTvfqjzKZV,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.086Z,DISCOVERY_FINDNODE_RESULT,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.086Z,HEARTBEAT_SCORING,unknown,19.0,0.00,0.0,0.0,19.0,0.0%,0.0%,,,,,,,,,,,,,
2026-01-07T20:07:56.086Z,HEARTBEAT_DISCOVERY_NEEDED,unknown,,,,,,,,191.0,0.0,none,2.0,0.0,0.0,NO,0.0,0.0,9340239.0,9340239.0,,
2026-01-07T20:07:56.086Z,DISCOVERY_START,discovery,,,,,,,,,,,,,,,,,,,191.0,
2026-01-07T20:07:56.086Z,DISCOVERY_FINDNODE_START,unknown,,,,,,,,,,,,,,,,,,,2397.0,
2026-01-07T20:07:56.145Z,DIAL_CHECK_START,16Uiu2HAmBMnRYFvz93HPZCrRarXyVedHSyGetRFkHF8UWxyN7BPd,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.145Z,DIAL_ATTEMPT_START,16Uiu2HAmBMnRYFvz93HPZCrRarXyVedHSyGetRFkHF8UWxyN7BPd,,,,,,,,,,,,,,,,,,,2397.0,
2026-01-07T20:07:56.145Z,DISCOVERY_DIAL_DECISION,16Uiu2HAmBMnRYFvz93HPZCrRarXyVedHSyGetRFkHF8UWxyN7BPd,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.146Z,DIAL_CHECK_START,16Uiu2HAmBMnRYFvz93HPZCrRarXyVedHSyGetRFkHF8UWxyN7BPd,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.146Z,DIAL_ATTEMPT_START,16Uiu2HAmBMnRYFvz93HPZCrRarXyVedHSyGetRFkHF8UWxyN7BPd,,,,,,,,,,,,,,,,,,,2396.0,
2026-01-07T20:07:56.146Z,DISCOVERY_DIAL_DECISION,16Uiu2HAmBMnRYFvz93HPZCrRarXyVedHSyGetRFkHF8UWxyN7BPd,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.161Z,PEER_PING_SENT,16Uiu2HAmUtC8zCPwzsYD8x94kJf78mbcK8kHcd5qbfbfPs67rarB,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.162Z,RPC_OUT_REQUEST,16Uiu2HAmUtC8zCPwzsYD8x94kJf78mbcK8kHcd5qbfbfPs67rarB,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.162Z,PEER_PING_SENT,16Uiu2HAkuSpduXGKvMiJ8uY7oUMFzCsVy8EsWMKREtn7CYsZACLc,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.162Z,RPC_OUT_REQUEST,16Uiu2HAkuSpduXGKvMiJ8uY7oUMFzCsVy8EsWMKREtn7CYsZACLc,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.162Z,PEER_PING_SENT,16Uiu2HAkwm8w2xQjYrdq8ba4pfNML1wZWTTTw6qTUix9f9Scfi5P,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.162Z,RPC_OUT_REQUEST,16Uiu2HAkwm8w2xQjYrdq8ba4pfNML1wZWTTTw6qTUix9f9Scfi5P,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.225Z,DIAL_CHECK_START,16Uiu2HAm1hQBFUNZLYiqD3kTcrxSpFusUciQ433ohNyfMwcmev23,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.225Z,DIAL_ATTEMPT_START,16Uiu2HAm1hQBFUNZLYiqD3kTcrxSpFusUciQ433ohNyfMwcmev23,,,,,,,,,,,,,,,,,,,2395.0,
2026-01-07T20:07:56.225Z,DISCOVERY_DIAL_DECISION,16Uiu2HAm1hQBFUNZLYiqD3kTcrxSpFusUciQ433ohNyfMwcmev23,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.225Z,DIAL_CHECK_START,16Uiu2HAmD1T5b1AKyzNGB2xk2g2y6gTQxLWQZAAyt1maBEmPLtt6,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.225Z,DIAL_ATTEMPT_START,16Uiu2HAmD1T5b1AKyzNGB2xk2g2y6gTQxLWQZAAyt1maBEmPLtt6,,,,,,,,,,,,,,,,,,,2394.0,
2026-01-07T20:07:56.226Z,DISCOVERY_DIAL_DECISION,16Uiu2HAmD1T5b1AKyzNGB2xk2g2y6gTQxLWQZAAyt1maBEmPLtt6,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.226Z,DIAL_CHECK_START,16Uiu2HAmHC67yLMggoGaAFyhm92jraDHTuoGGa3ZgM5dUoooFqc2,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.226Z,DIAL_ATTEMPT_START,16Uiu2HAmHC67yLMggoGaAFyhm92jraDHTuoGGa3ZgM5dUoooFqc2,,,,,,,,,,,,,,,,,,,2393.0,
2026-01-07T20:07:56.228Z,DISCOVERY_DIAL_DECISION,16Uiu2HAmHC67yLMggoGaAFyhm92jraDHTuoGGa3ZgM5dUoooFqc2,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.229Z,DIAL_CHECK_START,16Uiu2HAmGBX9i1k9CjS69e2EwJuWCVRKW8J3cmV4i6tqaPPB2gT5,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.229Z,DIAL_ATTEMPT_START,16Uiu2HAmGBX9i1k9CjS69e2EwJuWCVRKW8J3cmV4i6tqaPPB2gT5,,,,,,,,,,,,,,,,,,,2392.0,
2026-01-07T20:07:56.230Z,DISCOVERY_DIAL_DECISION,16Uiu2HAmGBX9i1k9CjS69e2EwJuWCVRKW8J3cmV4i6tqaPPB2gT5,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.300Z,PEER_PING_RECEIVED,16Uiu2HAkuSpduXGKvMiJ8uY7oUMFzCsVy8EsWMKREtn7CYsZACLc,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.301Z,PEER_PING_ROUNDTRIP,16Uiu2HAkuSpduXGKvMiJ8uY7oUMFzCsVy8EsWMKREtn7CYsZACLc,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.302Z,PEER_PING_RECEIVED,16Uiu2HAkwm8w2xQjYrdq8ba4pfNML1wZWTTTw6qTUix9f9Scfi5P,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.302Z,PEER_PING_ROUNDTRIP,16Uiu2HAkwm8w2xQjYrdq8ba4pfNML1wZWTTTw6qTUix9f9Scfi5P,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.330Z,DIAL_FAILURE,16Uiu2HAmD1T5b1AKyzNGB2xk2g2y6gTQxLWQZAAyt1maBEmPLtt6,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.394Z,PEER_PING_RECEIVED,16Uiu2HAmUtC8zCPwzsYD8x94kJf78mbcK8kHcd5qbfbfPs67rarB,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.394Z,PEER_PING_ROUNDTRIP,16Uiu2HAmUtC8zCPwzsYD8x94kJf78mbcK8kHcd5qbfbfPs67rarB,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.496Z,PEER_CONNECT,16Uiu2HAm1hQBFUNZLYiqD3kTcrxSpFusUciQ433ohNyfMwcmev23,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.497Z,PEER_TCP_CONNECTED,16Uiu2HAm1hQBFUNZLYiqD3kTcrxSpFusUciQ433ohNyfMwcmev23,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.497Z,PEER_PING_SENT,16Uiu2HAm1hQBFUNZLYiqD3kTcrxSpFusUciQ433ohNyfMwcmev23,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.497Z,RPC_OUT_REQUEST,16Uiu2HAm1hQBFUNZLYiqD3kTcrxSpFusUciQ433ohNyfMwcmev23,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.497Z,RPC_OUT_REQUEST,16Uiu2HAm1hQBFUNZLYiqD3kTcrxSpFusUciQ433ohNyfMwcmev23,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.498Z,DIAL_SUCCESS,16Uiu2HAm1hQBFUNZLYiqD3kTcrxSpFusUciQ433ohNyfMwcmev23,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.507Z,DIAL_CHECK_START,16Uiu2HAm7xXhjz9no2JFdetQGA3UdxFwySokEXLUnGHdQMVfQq1G,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.507Z,DIAL_ATTEMPT_START,16Uiu2HAm7xXhjz9no2JFdetQGA3UdxFwySokEXLUnGHdQMVfQq1G,,,,,,,,,,,,,,,,,,,2391.0,
2026-01-07T20:07:56.507Z,DISCOVERY_DIAL_DECISION,16Uiu2HAm7xXhjz9no2JFdetQGA3UdxFwySokEXLUnGHdQMVfQq1G,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.568Z,PEER_IDENTIFY,16Uiu2HAm1hQBFUNZLYiqD3kTcrxSpFusUciQ433ohNyfMwcmev23,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:55.859Z,VALIDATOR_IDENTIFIED_SYNC_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:55.861Z,VALIDATOR_IDENTIFIED_SYNC_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:55.862Z,VALIDATOR_IDENTIFIED_SYNC_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:55.873Z,VALIDATOR_IDENTIFIED_SYNC_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:55.884Z,VALIDATOR_IDENTIFIED_SYNC_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:55.886Z,BEACON_AGGREGATE_AND_PROOF_RECEIVED,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:55.886Z,VALIDATOR_IDENTIFIED_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:55.887Z,BEACON_AGGREGATE_AND_PROOF_RECEIVED,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:55.887Z,VALIDATOR_IDENTIFIED_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:55.918Z,VALIDATOR_IDENTIFIED_SYNC_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:55.921Z,VALIDATOR_IDENTIFIED_SYNC_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:55.941Z,BEACON_AGGREGATE_AND_PROOF_RECEIVED,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:55.941Z,VALIDATOR_IDENTIFIED_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:55.955Z,VALIDATOR_IDENTIFIED_SYNC_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:55.955Z,VALIDATOR_IDENTIFIED_SYNC_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:55.955Z,BEACON_AGGREGATE_AND_PROOF_RECEIVED,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:55.955Z,VALIDATOR_IDENTIFIED_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:55.956Z,VALIDATOR_IDENTIFIED_SYNC_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.000Z,VALIDATOR_IDENTIFIED_SYNC_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.001Z,VALIDATOR_IDENTIFIED_SYNC_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.001Z,VALIDATOR_IDENTIFIED_SYNC_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.104Z,BEACON_AGGREGATE_AND_PROOF_RECEIVED,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.104Z,VALIDATOR_IDENTIFIED_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.354Z,VALIDATOR_IDENTIFIED_SYNC_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
2026-01-07T20:07:56.355Z,VALIDATOR_IDENTIFIED_SYNC_AGGREGATOR,unknown,,,,,,,,,,,,,,,,,,,,
