event_timestamp,type,peer,details_totalPeers,details_avgScore,details_bannedPeers,details_disconnectedPeers,details_healthyPeers,details_bannedPercent,details_disconnectedPercent,details_needMorePeers,details_willDisconnect,details_disconnectReasons,details_attnetQueries,details_syncnetQueries,details_custodyQueries,details_isStarved,details_starvedSlots,details_headSlotGap,details_currentSlot,details_peerHeadSlot,details_peersToConnect,details_custodyGroups,details_subnetRequests,details_cachedENRs,details_timestamp,details_attnetsCount,details_syncnetsCount,details_ourPeersToConnect,details_status,details_error,details_durationMs,details_client,details_direction,details_address,details_connectionStatus,details_method,details_methodName,details_versions,details_sizeBytes,details_requestPreview,details_agentVersion,details_protocols,details_errorCode,details_errorMessage,details_latencyMs,details_success,details_reason,details_disconnectReason,details_scoreState,details_seqNumber,details_isResponseToOurPing,details_forkDigest,details_headSlot,details_finalizedEpoch,details_version,details_encoding,details_peerId,details_fork,details_seenAt,details_aggregatorIndex,details_slot,details_attestationCount,details_subnet,details_proposerIndex,details_blockRoot,details_peer,details_responseType,details_responseData,details_enrsFound,details_queryDurationMs,details_reasonCode,details_reasonText,details_peerFinalizedEpoch,details_metrics,details_validators,details_addedSubnets,details_removedSubnets,details_totalBefore,details_totalAfter,details_isValidator,details_note,timestamp_dt,peer_linked
2026-01-07T20:08:08.521Z,PEER_GOODBYE_RECEIVED,16Uiu2HAm7xXhjz9no2JFdetQGA3UdxFwySokEXLUnGHdQMVfQq1G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lighthouse,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:08:08.521000+00:00,
2026-01-07T20:08:28.938Z,PEER_GOODBYE_RECEIVED,16Uiu2HAm2jedRSE31o3FtXNKNdFzoZE2JqdZr9hTchWDwAw7LYzP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:08:28.938000+00:00,
2026-01-07T20:08:42.836Z,PEER_GOODBYE_RECEIVED,16Uiu2HAm7DcEVCzojC33DBb5ZfvtRxmrt7jKPf36WSTcU92iLwsV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lighthouse,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:08:42.836000+00:00,
2026-01-07T20:09:28.147Z,PEER_GOODBYE_RECEIVED,16Uiu2HAmAxivi1prhcUPZrSsBMrfXYVGoPzjUwXKSXbgxN7LcuDn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lighthouse,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:09:28.147000+00:00,
2026-01-07T20:09:48.081Z,PEER_GOODBYE_RECEIVED,16Uiu2HAmAjmhcAECU8o9CgmCuW3i37XXvzt8G6GzGUqsyJSUGGWF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:09:48.081000+00:00,
2026-01-07T20:10:02.703Z,PEER_GOODBYE_RECEIVED,16Uiu2HAmLpF1oHWqKB5UUruF7qgjVFzgEFuVnTj5t9Nc5g3GDtAs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prysm,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:10:02.703000+00:00,
2026-01-07T20:10:21.622Z,PEER_GOODBYE_RECEIVED,16Uiu2HAmGQ69vcQi7pxfzTPtKCVtbm3ZVBwtzB3JMYXcQKWEMtWf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prysm,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:10:21.622000+00:00,
2026-01-07T20:10:35.071Z,PEER_GOODBYE_RECEIVED,16Uiu2HAmEE7fgPqEkSuk85fRip7jtCkYrmnjdxJnq3gb3oGx5Q1y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lighthouse,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:10:35.071000+00:00,
2026-01-07T20:10:37.483Z,PEER_GOODBYE_RECEIVED,16Uiu2HAkwm8w2xQjYrdq8ba4pfNML1wZWTTTw6qTUix9f9Scfi5P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prysm,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:10:37.483000+00:00,
2026-01-07T20:10:57.034Z,PEER_GOODBYE_RECEIVED,16Uiu2HAmHC67yLMggoGaAFyhm92jraDHTuoGGa3ZgM5dUoooFqc2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Teku,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:10:57.034000+00:00,
2026-01-07T20:11:37.965Z,PEER_GOODBYE_RECEIVED,16Uiu2HAkyfeMhq41GjS8b9Lhjc5knEVTRrKgByx5R7hxvscrfk4n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lighthouse,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:11:37.965000+00:00,
2026-01-07T20:11:38.550Z,PEER_GOODBYE_RECEIVED,16Uiu2HAm7xXhjz9no2JFdetQGA3UdxFwySokEXLUnGHdQMVfQq1G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lighthouse,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:11:38.550000+00:00,
2026-01-07T20:11:40.419Z,PEER_GOODBYE_RECEIVED,16Uiu2HAkw6iknoBUWWYMSZxEthVEniphwcJZxYpLioBQ4wc5wj4m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lighthouse,inbound,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,Client has too many peers,,,,,,,,,,2026-01-07 20:11:40.419000+00:00,
